ID,Bank branch,Funding type,Funding classification,Customer sector,Funding value,Installement value,Exchange date,Gender,Age,Social status,Special needs,Family members,Saving loan,Income
10362,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
10363,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10364,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10365,Khamis Mushait,Social,Marriage,Private sector employee,42000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 10000
10366,Khamis Mushait,Social,Marriage,Private sector employee,42000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,< 5000
10367,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10368,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10369,Khamis Mushait,Social,Marriage,Government employee,18000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10370,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 30,Divorced,No,>= 02,No,< 5000
10371,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10372,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10373,Khamis Mushait,Social,Marriage,Government employee,30000,< 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 7500
10374,Khamis Mushait,Social,Marriage,Government employee,36000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
10375,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
10376,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10377,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,Yes,>= 10000
10378,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
10379,Khamis Mushait,Transfer,Taxi cab,NULL,77360,>= 1000,2019/03,Male,>= 30,Single,No,< 02,No,< 5000
10380,Khamis Mushait,Transfer,Taxi cab,NULL,77360,>= 1000,2019/03,Male,>= 30,Single,No,< 02,No,>= 10000
10381,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
10382,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
10383,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10384,Khamis Mushait,Social,Family,Government retired,60000,< 1000,2019/03,Male,>= 40,Married,No,>= 05,No,< 5000
10385,Khamis Mushait,Social,Family,Government retired,60000,< 1000,2019/03,Male,>= 40,Married,No,>= 05,No,>= 10000
10386,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10387,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 7500
10388,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,< 5000
10389,Khamis Mushait,Project,Emerging,NULL,141000,>= 1000,2019/01,Female,>= 30,Married,No,< 02,No,< 5000
10390,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,
10391,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
10392,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 05,No,>= 5000
10393,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 05,No,< 5000
10394,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10395,Khamis Mushait,Project,Solution,NULL,225000,>= 1000,2019/02,Male,< 30,Single,No,,No,
10396,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 7500
10397,Khamis Mushait,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
10398,Khamis Mushait,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10399,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,< 5000
10400,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10401,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 7500
10402,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,Yes,< 5000
10403,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,Yes,>= 10000
10404,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 02,No,>= 5000
10405,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 02,No,< 5000
10406,Khamis Mushait,Social,Family,Government employee,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 7500
10407,Khamis Mushait,Social,Family,Private sector employee,42000,< 1000,2019/01,Male,>= 30,Married,No,>= 05,No,< 5000
10408,Khamis Mushait,Social,Family,Private sector employee,42000,< 1000,2019/01,Male,>= 30,Married,No,>= 05,No,>= 7500
10409,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10410,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 05,No,>= 7500
10411,Khamis Mushait,Social,Marriage,Government company employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10412,Khamis Mushait,Social,Marriage,Government employee,42000,< 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 10000
10413,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10414,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10415,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
10416,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10417,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/03,Female,>= 60,Widow,Yes,>= 02,No,>= 10000
10418,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/03,Female,>= 60,Widow,Yes,>= 02,No,< 5000
10419,Khamis Mushait,Social,Marriage,Government employee,48000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10420,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10421,Khamis Mushait,Social,Marriage,Government employee,36000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10422,Khamis Mushait,Project,Emerging,NULL,177000,>= 1000,2019/01,Female,>= 40,Married,No,< 02,No,< 5000
10423,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 02,No,>= 10000
10424,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 02,No,< 5000
10425,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,Yes,>= 7500
10426,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 5000
10427,Khamis Mushait,Social,Marriage,Government employee,30000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10428,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10429,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10430,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 7500
10431,Khamis Mushait,Project,Solution,NULL,221000,>= 1000,2019/01,Male,< 30,Single,No,,No,
10432,Khamis Mushait,Project,Emerging,NULL,79000,< 1000,2019/03,Male,< 30,Single,No,< 02,No,< 5000
10433,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 5000
10434,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 7500
10435,Khamis Mushait,Project,Emerging,NULL,260000,>= 1000,2019/01,Male,< 30,Single,No,< 02,No,< 5000
10436,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10437,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10438,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,< 5000
10439,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 10000
10440,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10441,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
10442,Khamis Mushait,Social,Marriage,Government employee,42000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10443,Khamis Mushait,Project,Solution,NULL,219000,>= 1000,2019/02,Male,< 30,Single,No,< 02,No,< 5000
10444,Khamis Mushait,Project,Solution,NULL,223000,>= 1000,2019/01,Male,< 30,Single,No,< 02,No,< 5000
10445,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10446,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10447,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10448,Khamis Mushait,Project,Solution,NULL,281000,>= 1000,2019/03,Male,< 30,Single,No,,No,
10449,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10450,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10451,Khamis Mushait,Project,Emerging,NULL,147000,>= 1000,2019/03,Male,< 30,Single,No,,No,
10452,Khamis Mushait,Social,Family,Private sector employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 05,No,< 5000
10453,Khamis Mushait,Social,Family,Private sector employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 05,No,>= 10000
10454,Khamis Mushait,Project,Emerging,NULL,140000,>= 1000,2019/02,Male,< 30,Single,No,,No,
10455,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,Yes,>= 5000
10456,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,Yes,>= 7500
10457,Khamis Mushait,Social,Marriage,Government employee,48000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 7500
10458,Khamis Mushait,Social,Marriage,Government employee,36000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 10000
10459,Khamis Mushait,Social,Family,Government retired,42000,< 1000,2019/03,Male,>= 60,Married,No,>= 10,No,< 5000
10460,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 5000
10461,Khamis Mushait,Project,Emerging,NULL,114000,>= 1000,2019/01,Female,>= 30,Married,No,< 02,No,< 5000
10462,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10463,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10464,Khamis Mushait,Social,Family,Government retired,42000,< 1000,2019/03,Male,>= 60,Married,No,>= 10,No,>= 10000
10465,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 7500
10466,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,< 5000
10467,Khamis Mushait,Social,Marriage,Private sector employee,36000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 10000
10468,Khamis Mushait,Social,Marriage,Private sector employee,36000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,< 5000
10469,Khamis Mushait,Project,Solution,NULL,200000,>= 1000,2019/03,Male,>= 30,Single,No,< 02,No,< 5000
10470,Khamis Mushait,Social,Family,NULL,42000,< 1000,2019/02,Female,< 30,Divorced,No,>= 02,No,>= 10000
10471,Khamis Mushait,Social,Family,NULL,42000,< 1000,2019/02,Female,< 30,Divorced,No,>= 02,No,< 5000
10472,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10473,Khamis Mushait,Social,Marriage,Government employee,18000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
10474,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10475,Khamis Mushait,Social,Marriage,Government employee,24000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10476,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 05,No,>= 7500
10477,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 05,No,< 5000
10478,Khamis Mushait,Social,Marriage,Private sector employee,18000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,Yes,>= 7500
10479,Khamis Mushait,Social,Marriage,Private sector employee,18000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,Yes,>= 5000
10480,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 5000
10481,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10482,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10483,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10484,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10485,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 05,No,>= 7500
10486,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 05,No,>= 10000
10487,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
10488,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
10489,Khamis Mushait,Social,Family,Private sector employee,48000,< 1000,2019/01,Male,>= 40,Married,No,>= 05,No,< 5000
10490,Khamis Mushait,Social,Family,Private sector employee,48000,< 1000,2019/01,Male,>= 40,Married,No,>= 05,No,>= 5000
10491,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
10492,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
10493,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10494,Khamis Mushait,Social,Marriage,NULL,24000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
10495,Khamis Mushait,Social,Marriage,NULL,24000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
10496,Khamis Mushait,Social,Marriage,Government employee,18000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10497,Khamis Mushait,Social,Marriage,Government employee,48000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10498,Khamis Mushait,Social,Marriage,Private sector employee,42000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10499,Khamis Mushait,Social,Marriage,Private sector employee,42000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
10500,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 10000
10501,Khamis Mushait,Social,Marriage,Government company employee,30000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10502,Khamis Mushait,Social,Family,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
10503,Khamis Mushait,Social,Family,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10504,Khamis Mushait,Social,Marriage,Government employee,30000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 10000
10505,Khamis Mushait,Social,Family,NULL,60000,< 1000,2019/01,Male,>= 30,Married,No,>= 05,No,< 5000
10506,Khamis Mushait,Social,Family,NULL,60000,< 1000,2019/01,Male,>= 30,Married,No,>= 05,No,>= 10000
10507,Khamis Mushait,Social,Marriage,NULL,36000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
10508,Khamis Mushait,Social,Marriage,NULL,36000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10509,Khamis Mushait,Social,Marriage,Government employee,36000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10510,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10511,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,< 5000
10512,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 10000
10513,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 05,No,< 5000
10514,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 05,No,>= 10000
10515,Khamis Mushait,Social,Family,Government employee,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 7500
10516,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10517,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10518,Khamis Mushait,Social,Marriage,Private sector employee,60000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 10000
10519,Khamis Mushait,Social,Marriage,Private sector employee,60000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 10000
10520,Khamis Mushait,Social,Marriage,Government employee,18000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 7500
10521,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
10522,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
10523,Khamis Mushait,Social,Family,Private sector employee,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
10524,Khamis Mushait,Social,Family,Private sector employee,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
10525,Khamis Mushait,Social,Marriage,Government employee,30000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
10526,Khamis Mushait,Social,Marriage,Government employee,36000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10527,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
10528,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10529,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 10000
10530,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 5000
10531,Khamis Mushait,Social,Marriage,Government employee,24000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
10532,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
10533,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10534,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
10535,Khamis Mushait,Social,Marriage,Government employee,18000,< 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 7500
10536,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 02,No,< 5000
10537,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 02,No,>= 10000
10538,Khamis Mushait,Social,Family,Government employee,18000,< 1000,2019/03,Male,>= 40,Married,No,>= 05,No,< 5000
10539,Khamis Mushait,Project,Emerging,NULL,225000,>= 1000,2019/01,Male,>= 40,Single,No,< 02,No,< 5000
10540,Khamis Mushait,Social,Family,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 05,No,>= 7500
10541,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
10542,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 5000
10543,Khamis Mushait,Social,Family,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,Yes,< 5000
10544,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
